slug,title,category,url,inbound_links,outbound_links,words,stub,orphan,last_reviewed
dors-land-taxes-housing-prices,Land Taxes and Housing Prices (Danish Economic Councils),research,https://www.progress.org/wiki/dors-land-taxes-housing-prices/,12,10,575,false,false,2026-07-12
doucet-acx-book-review,"Book Review: Progress and Poverty (Doucet, ACX Contest Winner)",research,https://www.progress.org/wiki/doucet-acx-book-review/,3,6,587,false,false,2026-07-12
doucet-does-georgism-work,"Does Georgism Work? (Doucet, ACX series)",research,https://www.progress.org/wiki/doucet-does-georgism-work/,27,29,1832,false,false,2026-07-12
duncan-pickard,Duncan Pickard,people,https://www.progress.org/wiki/duncan-pickard/,1,3,313,true,false,2026-07-11
duranton-puga-urban-growth,Urban Growth and Its Aggregate Implications,research,https://www.progress.org/wiki/duranton-puga-urban-growth/,6,7,2099,false,false,2026-07-12
dwarkesh-doucet-podcast,Lars Doucet on the Dwarkesh Podcast,research,https://www.progress.org/wiki/dwarkesh-doucet-podcast/,4,11,688,false,false,2026-07-12
dwyer-history-lvt-theory,Dwyer (1980): A History of the Theory of Land Value Taxation,research,https://www.progress.org/wiki/dwyer-history-lvt-theory/,1,4,428,true,false,2026-07-12
dwyer-taxable-capacity-australia,The Taxable Capacity of Australian Land and Resources (Dwyer),research,https://www.progress.org/wiki/dwyer-taxable-capacity-australia/,9,7,430,false,false,2026-07-06
dye-england-assessing-lvt,Assessing the Theory and Practice of Land Value Taxation,research,https://www.progress.org/wiki/dye-england-assessing-lvt/,15,3,173,false,false,
e-glen-weyl,E. Glen Weyl,people,https://www.progress.org/wiki/e-glen-weyl/,5,4,349,true,false,2026-07-11
earthsharing-australia,Earthsharing Australia,organizations,https://www.progress.org/wiki/earthsharing-australia/,4,6,474,false,false,2026-07-12
earthsharing-podcourse,The Georgist Podcourse (Earthsharing),research,https://www.progress.org/wiki/earthsharing-podcourse/,2,4,357,false,false,2026-07-12
ebcor,EBCOR,concepts,https://www.progress.org/wiki/ebcor/,5,10,1596,false,false,2026-07-10
ebenezer-howard,Ebenezer Howard,people,https://www.progress.org/wiki/ebenezer-howard/,7,6,594,false,false,
ecological-economics-daly,Ecological Economics and the Ecology of Economics: Essays in Criticism,books,https://www.progress.org/wiki/ecological-economics-daly/,6,1,1674,false,false,2026-07-07
ecological-georgism,Ecological Georgism,concepts,https://www.progress.org/wiki/ecological-georgism/,20,13,667,false,false,
ecological-rent,Narrative: Green Georgism — Charging for the Earth,narratives,https://www.progress.org/wiki/ecological-rent/,9,22,1725,false,false,2026-07-05
economic-rent,Economic Rent,concepts,https://www.progress.org/wiki/economic-rent/,181,18,1616,false,false,
economic-theory-in-retrospect,Economic Theory in Retrospect,books,https://www.progress.org/wiki/economic-theory-in-retrospect/,35,12,2849,false,false,2026-07-12
economics-of-henry-george,The Economics of Henry George: History's Rehabilitation of America's Greatest Early Economist,books,https://www.progress.org/wiki/economics-of-henry-george/,5,11,1952,false,false,2026-07-07
edward-glaeser,Edward L. Glaeser,people,https://www.progress.org/wiki/edward-glaeser/,4,7,1510,false,false,2026-07-04
edward-west,Edward West,people,https://www.progress.org/wiki/edward-west/,1,5,509,true,false,2026-07-12
edwards-site-value-taxation-australia,Edwards (1984): Site Value Taxation in Australia,research,https://www.progress.org/wiki/edwards-site-value-taxation-australia/,3,7,524,true,false,2026-07-12
eeckhout-profit-paradox,The Profit Paradox: How Thriving Firms Threaten the Future of Work,research,https://www.progress.org/wiki/eeckhout-profit-paradox/,3,10,2944,false,false,2026-07-12
eliasson-stockholm-trial-2006,'The Stockholm Congestion-Charging Trial 2006: Overview of Effects (Eliasson,research,https://www.progress.org/wiki/eliasson-stockholm-trial-2006/,8,5,876,false,false,2026-07-11
elizabeth-magie,Elizabeth Magie,people,https://www.progress.org/wiki/elizabeth-magie/,4,4,207,true,false,2026-07-06
enclosure,Enclosure,concepts,https://www.progress.org/wiki/enclosure/,5,8,569,true,false,2026-07-09
enclosure-movement,Enclosure of the English Commons,events,https://www.progress.org/wiki/enclosure-movement/,2,6,1937,false,false,2026-07-11
england-zhao-lvt-distribution,Assessing the Distributive Impact of a Revenue-Neutral Shift from a Uniform,research,https://www.progress.org/wiki/england-zhao-lvt-distribution/,4,5,2043,false,false,2026-07-05
enterprise-zones,Enterprise Zones,concepts,https://www.progress.org/wiki/enterprise-zones/,2,5,504,true,false,2026-07-11
era-seligman,Edwin R. A. Seligman,people,https://www.progress.org/wiki/era-seligman/,11,8,469,false,false,2026-07-06
eric-goldman,Eric F. Goldman,people,https://www.progress.org/wiki/eric-goldman/,3,5,717,false,false,
eric-posner,Eric A. Posner,people,https://www.progress.org/wiki/eric-posner/,3,4,334,true,false,2026-07-11
estonia,Estonia,places,https://www.progress.org/wiki/estonia/,17,4,405,false,false,
evidence-dashboard,The Evidence Dashboard,guides,https://www.progress.org/wiki/evidence-dashboard/,11,42,1728,false,false,2026-07-12
fabian-society,Fabian Society,organizations,https://www.progress.org/wiki/fabian-society/,1,7,682,false,false,2026-07-12
factors-of-production,"Factors of Production (Land, Labour, Capital)",concepts,https://www.progress.org/wiki/factors-of-production/,1,16,1257,false,false,2026-07-11
fairhope-single-tax-corporation,Fairhope Single Tax Corporation,organizations,https://www.progress.org/wiki/fairhope-single-tax-corporation/,6,11,1353,false,false,2026-07-12
fairlie-short-history-enclosure,A Short History of Enclosure in Britain,research,https://www.progress.org/wiki/fairlie-short-history-enclosure/,8,7,2579,false,false,2026-07-05
feldstein-incidence-pure-rent,"Feldstein, ""The Surprising Incidence of a Tax on Pure Rent"" — the Portfolio-Shifting",research,https://www.progress.org/wiki/feldstein-incidence-pure-rent/,8,8,1949,false,false,2026-07-11
finance-growth-is-land-credit,The growth of modern banking is largely mortgage credit against land,problems,https://www.progress.org/wiki/finance-growth-is-land-credit/,20,23,1687,false,false,2026-07-13
financialization-of-land,Financialization of Land and Housing,concepts,https://www.progress.org/wiki/financialization-of-land/,2,6,419,true,false,2026-07-11
fiorentino-moogan-agglomeration,LVT and Urban Agglomeration Dynamics,research,https://www.progress.org/wiki/fiorentino-moogan-agglomeration/,4,3,144,false,false,
fire-sector,FIRE Sector,concepts,https://www.progress.org/wiki/fire-sector/,24,18,1405,false,false,2026-07-05
florenz-plassmann,Florenz Plassmann,people,https://www.progress.org/wiki/florenz-plassmann/,2,9,669,false,false,2026-07-05
florida-land-boom-1920s,Florida Land Boom (1924–26),events,https://www.progress.org/wiki/florida-land-boom-1920s/,2,6,1350,false,false,2026-07-11
floyd-marinescu,Floyd Marinescu,people,https://www.progress.org/wiki/floyd-marinescu/,2,5,348,true,false,
foldvary-business-cycle-synthesis,The Business Cycle: A Georgist-Austrian Synthesis,research,https://www.progress.org/wiki/foldvary-business-cycle-synthesis/,11,6,2467,false,false,2026-07-12
foldvary-kinetic-potential-rent,Kinetic Rent and Potential Rent (Foldvary),research,https://www.progress.org/wiki/foldvary-kinetic-potential-rent/,3,6,449,false,false,2026-07-12
foldvary-public-revenue,'Public Goods and Private Communities: The Market Provision of Social Services',research,https://www.progress.org/wiki/foldvary-public-revenue/,7,10,1496,false,false,2026-07-10
foldvary-reply-gochenour-caplan,Reply to the Caplan and Gochenour Critique of Georgism (Foldvary),research,https://www.progress.org/wiki/foldvary-reply-gochenour-caplan/,4,8,1186,false,false,2026-07-12
francis-a-walker,Francis A. Walker,people,https://www.progress.org/wiki/francis-a-walker/,1,6,332,true,false,2026-07-11
francois-quesnay,François Quesnay,people,https://www.progress.org/wiki/francois-quesnay/,2,5,436,true,false,2026-07-12
frank-fetter,Frank A. Fetter,people,https://www.progress.org/wiki/frank-fetter/,1,8,677,true,false,2026-07-12
frank-knight,Frank Knight,people,https://www.progress.org/wiki/frank-knight/,1,6,566,true,false,2026-07-12
franzsen-mccluskey-property-tax-africa,"Property Tax in Africa: Status, Challenges, and Prospects",research,https://www.progress.org/wiki/franzsen-mccluskey-property-tax-africa/,4,9,1387,false,false,2026-07-12
fred-foldvary,Fred Foldvary,people,https://www.progress.org/wiki/fred-foldvary/,18,10,238,false,false,
fred-harrison,Fred Harrison,people,https://www.progress.org/wiki/fred-harrison/,65,12,576,false,false,2026-07-12
friedrich-hayek,Friedrich Hayek,people,https://www.progress.org/wiki/friedrich-hayek/,2,8,852,false,false,2026-07-12
from-wasteland-to-promised-land,From Wasteland to Promised Land: Liberation Theology for a Post-Marxist World,books,https://www.progress.org/wiki/from-wasteland-to-promised-land/,4,5,1537,false,false,2026-07-07
frontier-thesis,Closure of the American Frontier,concepts,https://www.progress.org/wiki/frontier-thesis/,2,5,386,true,false,2026-07-11
fuest-peichl-siegloch-incidence,"'Fuest, Peichl & Siegloch (2018): Do Higher Corporate Taxes Reduce Wages?'",research,https://www.progress.org/wiki/fuest-peichl-siegloch-incidence/,2,6,501,false,false,2026-07-06
furman-orszag-firm-rents,A Firm-Level Perspective on the Role of Rents in the Rise in Inequality,research,https://www.progress.org/wiki/furman-orszag-firm-rents/,4,10,3129,false,false,2026-07-10
furman-review-digital-competition,Unlocking Digital Competition — the Furman Review,research,https://www.progress.org/wiki/furman-review-digital-competition/,5,12,1518,false,false,2026-07-10
gaffney-after-the-crash,Gaffney (2009): After the Crash — Designing a Depression-Free Economy,research,https://www.progress.org/wiki/gaffney-after-the-crash/,2,6,647,true,false,2026-07-12
gaffney-atcor,'Gaffney (2005): The Physiocratic Concept of ATCOR (All Taxes Come Out of Rent)',research,https://www.progress.org/wiki/gaffney-atcor/,4,4,590,true,false,2026-07-12
gaffney-harrison-corruption-of-economics,The Corruption of Economics,books,https://www.progress.org/wiki/gaffney-harrison-corruption-of-economics/,42,16,2016,false,false,
gaffney-hidden-taxable-capacity,'The Hidden Taxable Capacity of Land: Enough and to Spare',research,https://www.progress.org/wiki/gaffney-hidden-taxable-capacity/,13,7,393,false,false,
gaffney-land-distinctive-factor,Gaffney (1994): Land as a Distinctive Factor of Production,research,https://www.progress.org/wiki/gaffney-land-distinctive-factor/,4,5,306,true,false,2026-07-12
gaffney-neoclassical-stratagem,Neo-classical Economics as a Stratagem Against Henry George,research,https://www.progress.org/wiki/gaffney-neoclassical-stratagem/,20,10,303,false,false,2026-07-12
gaffney-synergistic-city,'Gaffney (1978): The Synergistic City',research,https://www.progress.org/wiki/gaffney-synergistic-city/,2,5,495,true,false,2026-07-11
gao-2020-homelessness-hud-oversight,"'GAO, Homelessness: Better HUD Oversight of Data Collection (GAO-20-433, 2020)'",research,https://www.progress.org/wiki/gao-2020-homelessness-hud-oversight/,2,6,842,false,false,2026-07-11
garden-cities-of-to-morrow,Garden Cities of To-morrow,books,https://www.progress.org/wiki/garden-cities-of-to-morrow/,7,6,1728,false,false,2026-07-07
garden-city-movement,The Garden City Movement,concepts,https://www.progress.org/wiki/garden-city-movement/,4,7,1622,false,false,2026-07-11
gary-flomenhoft,Gary Flomenhoft,people,https://www.progress.org/wiki/gary-flomenhoft/,3,10,759,false,false,
gemmell-grimes-skidmore-nz,Do Local Property Taxes Affect New Building Development? Results from a Quasi-Natural,research,https://www.progress.org/wiki/gemmell-grimes-skidmore-nz/,11,7,1713,false,false,2026-07-12
geoism,Geoism,concepts,https://www.progress.org/wiki/geoism/,42,42,743,false,false,2026-07-06
geolibertarianism,Geolibertarianism,concepts,https://www.progress.org/wiki/geolibertarianism/,15,17,556,false,false,
george-bernard-shaw,George Bernard Shaw,people,https://www.progress.org/wiki/george-bernard-shaw/,1,4,312,true,false,2026-07-11
george-monbiot,George Monbiot,people,https://www.progress.org/wiki/george-monbiot/,2,6,481,true,false,2026-07-06
georgism,Georgism,concepts,https://www.progress.org/wiki/georgism/,54,19,1785,false,false,
georgism-video-explainers,Georgism Video Explainers,research,https://www.progress.org/wiki/georgism-video-explainers/,3,5,255,false,false,
germany,Germany,places,https://www.progress.org/wiki/germany/,3,4,626,true,false,2026-07-11
gibbons-machin-rail-access,Valuing Rail Access Using Transport Innovations,research,https://www.progress.org/wiki/gibbons-machin-rail-access/,7,8,1088,false,false,2026-07-10
gibbons-machin-school-premiums,'Gibbons & Machin (2006): Paying for Primary Schools',research,https://www.progress.org/wiki/gibbons-machin-school-premiums/,2,5,482,true,false,2026-07-11
gibson-carnovale-road-pricing-pollution,The Effects of Road Pricing on Driver Behavior and Air Pollution (Gibson &,research,https://www.progress.org/wiki/gibson-carnovale-road-pricing-pollution/,6,4,759,false,false,2026-07-11
glaeser-gyourko-housing-supply,The Economic Implications of Housing Supply,research,https://www.progress.org/wiki/glaeser-gyourko-housing-supply/,20,9,3898,false,false,2026-07-10
glaeser-real-estate-bubbles,A Nation of Gamblers: Real Estate Speculation and American History,research,https://www.progress.org/wiki/glaeser-real-estate-bubbles/,6,7,2050,false,false,2026-07-12
glynn-byrne-culhane-homeless-inflection,"Inflection Points in Community-Level Homeless Rates (Glynn, Byrne & Culhane",research,https://www.progress.org/wiki/glynn-byrne-culhane-homeless-inflection/,2,5,872,false,false,2026-07-11
gochenour-caplan-search-theoretic,An Entrepreneurial Critique of Georgism (Gochenour & Caplan),research,https://www.progress.org/wiki/gochenour-caplan-search-theoretic/,4,7,2323,false,false,2026-07-12
goldsmith-alaska-pfd-wealth-distribution,'The Alaska Permanent Fund Dividend: An Experiment in Wealth Distribution',research,https://www.progress.org/wiki/goldsmith-alaska-pfd-wealth-distribution/,7,8,1844,false,false,2026-07-10
goodhart-stimulus,'Post-Corona Balanced-Budget Super-Stimulus: The Case for Shifting Taxes onto,research,https://www.progress.org/wiki/goodhart-stimulus/,8,9,635,false,false,2026-07-11
gordon-brown,Gordon Brown,people,https://www.progress.org/wiki/gordon-brown/,1,5,517,true,false,2026-07-12
government-can-tame-the-cycle,Objection: Government Intervention Can Prevent the Land Cycle,objections,https://www.progress.org/wiki/government-can-tame-the-cycle/,3,9,1274,true,false,2026-07-12
government-granted-privileges,Government-Granted Licences and Privileges,concepts,https://www.progress.org/wiki/government-granted-privileges/,1,10,1041,false,false,2026-07-12
great-depression,1929 Wall Street Crash and the Great Depression,events,https://www.progress.org/wiki/great-depression/,1,10,1146,true,false,2026-07-12
great-irish-famine,The Great Irish Famine (1845–1852),events,https://www.progress.org/wiki/great-irish-famine/,1,6,552,true,false,2026-07-12
great-mortgaging,"The Great Mortgaging: Housing Finance, Crises, and Business Cycles",research,https://www.progress.org/wiki/great-mortgaging/,16,10,1626,false,false,2026-07-12
great-smoky-mountains-casino-dividend,The Great Smoky Mountains Casino-Dividend Natural Experiment,research,https://www.progress.org/wiki/great-smoky-mountains-casino-dividend/,4,6,1356,false,false,2026-07-11
green-carbon-pricing-review,Does Carbon Pricing Reduce Emissions? A Review of Ex-Post Analyses (Green),research,https://www.progress.org/wiki/green-carbon-pricing-review/,4,5,599,false,false,2026-07-12
greenwood-scharfstein-growth-of-finance,'Greenwood & Scharfstein (2013): The Growth of Finance',research,https://www.progress.org/wiki/greenwood-scharfstein-growth-of-finance/,6,7,755,false,false,
ground-rent,Ground Rent,concepts,https://www.progress.org/wiki/ground-rent/,17,18,1376,false,false,2026-07-07
guettabi-pfd-effects-survey,What do we know about the effects of the Alaska PFD? (Guettabi 2019),research,https://www.progress.org/wiki/guettabi-pfd-effects-survey/,5,6,654,false,false,2026-07-12
guy-standing,Guy Standing,people,https://www.progress.org/wiki/guy-standing/,4,10,947,true,false,2026-07-10
gwartney-estimating-land-values,Estimating Land Values (Gwartney),research,https://www.progress.org/wiki/gwartney-estimating-land-values/,7,7,494,false,false,2026-07-12
gyourko-krimmel-zoning-tax,The Impact of Local Residential Land Use Restrictions on Land Values Across and Within Single Family Housing Markets,research,https://www.progress.org/wiki/gyourko-krimmel-zoning-tax/,6,7,593,false,false,2026-07-12
hamilton-benefit-tax,"'Hamilton''s Benefit View: Zoning, Property Taxation, and Local Tax-Price Capitalization'",research,https://www.progress.org/wiki/hamilton-benefit-tax/,7,9,3548,false,false,2026-07-10
hanratty-local-economic-homelessness,Do Local Economic Conditions Affect Homelessness? Impact of Area Housing Market,research,https://www.progress.org/wiki/hanratty-local-economic-homelessness/,5,8,669,false,false,2026-07-11
harberger-tax,Harberger Tax (COST),concepts,https://www.progress.org/wiki/harberger-tax/,19,15,1255,false,false,
harrisburg-pennsylvania,"Harrisburg, Pennsylvania",places,https://www.progress.org/wiki/harrisburg-pennsylvania/,13,5,431,false,false,
harrison-boom-bust,"Boom Bust: House Prices, Banking and the Depression of 2010",books,https://www.progress.org/wiki/harrison-boom-bust/,37,18,1907,false,false,2026-07-05
harrison-power-in-the-land,"'The Power in the Land: An Inquiry into Unemployment, the Profits Crisis and",books,https://www.progress.org/wiki/harrison-power-in-the-land/,47,19,1821,false,false,2026-07-05
harrison-ricardos-law,'Ricardo''s Law: House Prices and the Great Tax Clawback Scam',books,https://www.progress.org/wiki/harrison-ricardos-law/,24,15,1407,false,false,2026-07-05
harry-gunnison-brown,Harry Gunnison Brown,people,https://www.progress.org/wiki/harry-gunnison-brown/,1,5,482,true,false,2026-07-12
hartwick-rule,Hartwick's Rule: Intergenerational Equity and the Investing of Rents from Exhaustible Resources,research,https://www.progress.org/wiki/hartwick-rule/,6,5,2190,false,false,2026-07-12
he-sun-metro-housing-premiums,"He, Sun, Li & Webster (2024): New Metro and Housing Price and Rent Premiums — A Natural Experiment in China",research,https://www.progress.org/wiki/he-sun-metro-housing-premiums/,2,5,512,false,false,2026-07-13
hebous-ruf-ace,"Hebous & Ruf (2017): ACE Systems, Multinational Debt Financing and Investment",research,https://www.progress.org/wiki/hebous-ruf-ace/,7,5,449,false,false,2026-07-12
hefferan-boyd-mass-appraisal-australia,Property Taxation and Mass Appraisal Valuations in Australia (Hefferan & Boyd),research,https://www.progress.org/wiki/hefferan-boyd-mass-appraisal-australia/,7,6,799,false,false,2026-07-12
henry-george,Henry George,people,https://www.progress.org/wiki/henry-george/,177,33,1427,false,false,
henry-george-foundation-canada,Henry George Foundation of Canada,organizations,https://www.progress.org/wiki/henry-george-foundation-canada/,3,8,874,true,false,2026-07-12
henry-george-foundation-uk,Henry George Foundation (UK),organizations,https://www.progress.org/wiki/henry-george-foundation-uk/,4,5,582,false,false,2026-07-11
henry-george-school,Henry George School of Social Science,organizations,https://www.progress.org/wiki/henry-george-school/,6,5,534,false,false,2026-07-12
henry-george-theorem,Henry George Theorem,concepts,https://www.progress.org/wiki/henry-george-theorem/,41,10,358,false,false,
henry-miller-cattle-king,Henry Miller (Cattle King of California),people,https://www.progress.org/wiki/henry-miller-cattle-king/,1,4,939,true,false,2026-07-12
herbert-spencer,Herbert Spencer,people,https://www.progress.org/wiki/herbert-spencer/,7,10,1398,false,false,2026-07-07
herkenhoff-ohanian-prescott-tarnishing,Tarnishing the Golden and Empire States: Land-Use Restrictions and the U.S. Economic Slowdown,research,https://www.progress.org/wiki/herkenhoff-ohanian-prescott-tarnishing/,4,5,2476,false,false,2026-07-12
herman-daly,Herman E. Daly,people,https://www.progress.org/wiki/herman-daly/,1,4,584,false,false,
high-land-rents-suppress-productivity,High land rents suppress productivity,problems,https://www.progress.org/wiki/high-land-rents-suppress-productivity/,19,13,1965,false,false,2026-07-12
highland-clearances,Scottish Highland Clearances (c. 1750–1860),events,https://www.progress.org/wiki/highland-clearances/,1,7,833,true,false,2026-07-12
hilber-capitalization-synthesis,'The Economic Implications of House Price Capitalization: A Synthesis',research,https://www.progress.org/wiki/hilber-capitalization-synthesis/,5,9,847,false,false,2026-07-11
hilber-vermeulen-england-supply,The Impact of Supply Constraints on House Prices in England,research,https://www.progress.org/wiki/hilber-vermeulen-england-supply/,7,6,1260,false,false,2026-07-03
holdout-problem,Holdout Problem (Land Assembly),concepts,https://www.progress.org/wiki/holdout-problem/,6,12,1915,false,false,2026-07-10
homelessness-is-housing-cost-problem,Homelessness is a housing-cost problem,problems,https://www.progress.org/wiki/homelessness-is-housing-cost-problem/,11,13,2172,false,false,2026-07-12
homer-hoyt,Homer Hoyt,people,https://www.progress.org/wiki/homer-hoyt/,21,9,2569,false,false,2026-07-12
homestead-act,Homestead Act (1862),events,https://www.progress.org/wiki/homestead-act/,2,5,412,true,false,2026-07-11
homevoters-will-block-lvt,Objection: Homevoters will never allow it,objections,https://www.progress.org/wiki/homevoters-will-block-lvt/,15,15,970,false,false,2026-07-13
hong-kong,Hong Kong,places,https://www.progress.org/wiki/hong-kong/,20,10,697,false,false,2026-07-11
hope-value,Hope Value,concepts,https://www.progress.org/wiki/hope-value/,2,5,512,true,false,2026-07-11
horizontal-shareholding,Horizontal Shareholding (Common Ownership),concepts,https://www.progress.org/wiki/horizontal-shareholding/,3,6,690,true,false,2026-07-12
hornbeck-moretti-tfp-incidence,"Who Benefits From Productivity Growth? Local TFP Growth on Wages, Rents, and",research,https://www.progress.org/wiki/hornbeck-moretti-tfp-incidence/,4,12,1602,false,false,
hotelling-1938-marginal-cost-pricing,'Hotelling (1938): The General Welfare and Marginal-Cost Pricing',research,https://www.progress.org/wiki/hotelling-1938-marginal-cost-pricing/,1,4,570,true,false,2026-07-11
house-price-credit-feedback-cycle,House Price-Credit Feedback Cycle,concepts,https://www.progress.org/wiki/house-price-credit-feedback-cycle/,1,6,484,true,false,2026-07-11
housing-unaffordability-is-a-land-problem,"Housing unaffordability is a land problem, not a construction-cost problem",problems,https://www.progress.org/wiki/housing-unaffordability-is-a-land-problem/,5,20,2183,false,false,2026-07-13
houston-plan-of-taxation,The Houston Plan of Taxation (1912–1915),events,https://www.progress.org/wiki/houston-plan-of-taxation/,2,5,643,true,false,2026-07-11
houston-texas,"Houston, Texas",places,https://www.progress.org/wiki/houston-texas/,1,6,491,true,false,2026-07-11
how-the-indians-lost-their-land,How the Indians Lost Their Land: Law and Power on the Frontier,books,https://www.progress.org/wiki/how-the-indians-lost-their-land/,6,8,1595,false,false,2026-07-07
how-we-verify,How We Verify,guides,https://www.progress.org/wiki/how-we-verify/,12,3,961,false,false,2026-07-12
hoyt-chicago-land-values,One Hundred Years of Land Values in Chicago,research,https://www.progress.org/wiki/hoyt-chicago-land-values/,16,13,4362,false,false,2026-07-12
hsieh-moretti-spatial-misallocation,Housing Constraints and Spatial Misallocation,research,https://www.progress.org/wiki/hsieh-moretti-spatial-misallocation/,17,8,2089,false,false,2026-07-10
hudson-georges-political-critics,'Hudson (2008): Henry George''s Political Critics',research,https://www.progress.org/wiki/hudson-georges-political-critics/,2,6,467,true,false,2026-07-12
hudson-killing-the-host,Killing the Host: How Financial Parasites and Debt Bondage Destroy the Global Economy,research,https://www.progress.org/wiki/hudson-killing-the-host/,9,8,2491,false,false,2026-07-12
hudson-lies-of-the-land,Hudson: 'How to Lie with Real Estate Statistics' and 'Where Did All the Land Go?' (2001),research,https://www.progress.org/wiki/hudson-lies-of-the-land/,1,6,688,true,false,2026-07-12
hudson-where-did-all-the-land-go,Where Did All the Land Go? (Michael Hudson's critique of Fed land-value accounting),research,https://www.progress.org/wiki/hudson-where-did-all-the-land-go/,6,11,1196,false,false,2026-07-10
hyman-minsky,Hyman Minsky,people,https://www.progress.org/wiki/hyman-minsky/,2,8,684,false,false,2026-07-11
iaao,International Association of Assessing Officers (IAAO),organizations,https://www.progress.org/wiki/iaao/,1,4,241,true,false,2026-07-11
imf-building-tax-capacity,Building Tax Capacity for Growth and Development,research,https://www.progress.org/wiki/imf-building-tax-capacity/,4,7,1691,false,false,2026-07-10
imf-taxing-immovable-property,'Taxing Immovable Property: Revenue Potential and Implementation Challenges',research,https://www.progress.org/wiki/imf-taxing-immovable-property/,10,3,191,false,false,
imputed-rent,Imputed Rent,concepts,https://www.progress.org/wiki/imputed-rent/,2,13,1949,false,false,2026-07-05
institute-for-fiscal-studies,Institute for Fiscal Studies,organizations,https://www.progress.org/wiki/institute-for-fiscal-studies/,4,9,663,false,false,2026-07-07
international-union-lvt,International Union for Land Value Taxation,organizations,https://www.progress.org/wiki/international-union-lvt/,6,7,510,false,false,2026-07-11
ip-rents,Intellectual-Property Rents,concepts,https://www.progress.org/wiki/ip-rents/,13,8,818,false,false,2026-07-06
ireland,Ireland,places,https://www.progress.org/wiki/ireland/,1,7,441,true,false,2026-07-11
irish-land-question-1881,"The Irish Land Question (Henry George, 1881)",texts,https://www.progress.org/wiki/irish-land-question-1881/,2,4,31600,false,false,2026-07-10
irish-land-war,The Irish Land War (1879–82),events,https://www.progress.org/wiki/irish-land-war/,8,12,2264,false,false,2026-07-10
irving-fisher,Irving Fisher,people,https://www.progress.org/wiki/irving-fisher/,1,6,540,true,false,2026-07-11
jamaica-land-value-tax,Jamaica's Land Value Taxation (1957-1974),places,https://www.progress.org/wiki/jamaica-land-value-tax/,1,4,430,true,false,2026-07-11
james-harrington,James Harrington,people,https://www.progress.org/wiki/james-harrington/,1,6,418,true,false,2026-07-11
james-meade,James Meade,people,https://www.progress.org/wiki/james-meade/,3,5,702,false,false,
james-mill,James Mill,people,https://www.progress.org/wiki/james-mill/,1,6,968,true,false,2026-07-12
jan-eeckhout,Jan Eeckhout,people,https://www.progress.org/wiki/jan-eeckhout/,1,8,1235,false,false,2026-07-05
japan,Japan,places,https://www.progress.org/wiki/japan/,1,10,975,false,false,2026-07-05
japanese-asset-price-bubble,Japanese Asset Price Bubble (1986–1991),events,https://www.progress.org/wiki/japanese-asset-price-bubble/,3,12,1699,false,false,2026-07-12
jaron-lanier,Jaron Lanier,people,https://www.progress.org/wiki/jaron-lanier/,3,4,389,true,false,2026-07-11
jeffrey-johnson-smith,Jeffery Johnson Smith,people,https://www.progress.org/wiki/jeffrey-johnson-smith/,1,4,401,true,false,2026-07-12
jm-neeson,J.M. Neeson,people,https://www.progress.org/wiki/jm-neeson/,2,4,480,false,false,
johann-heinrich-von-thunen,Johann Heinrich von Thünen,people,https://www.progress.org/wiki/johann-heinrich-von-thunen/,2,7,306,false,false,2026-07-06
johannesburg-site-value-rating,Johannesburg Site Value Rating,places,https://www.progress.org/wiki/johannesburg-site-value-rating/,1,4,746,true,false,2026-07-12
john-bates-clark,John Bates Clark,people,https://www.progress.org/wiki/john-bates-clark/,29,16,945,false,false,2026-07-05
john-dewey,John Dewey,people,https://www.progress.org/wiki/john-dewey/,1,6,421,true,false,2026-07-11
john-locke,John Locke,people,https://www.progress.org/wiki/john-locke/,10,8,674,true,false,2026-07-06
john-maynard-keynes,John Maynard Keynes,people,https://www.progress.org/wiki/john-maynard-keynes/,1,7,1106,false,false,2026-07-12
john-muellbauer,John Muellbauer,people,https://www.progress.org/wiki/john-muellbauer/,1,4,505,true,false,2026-07-11
john-r-commons,John R. Commons,people,https://www.progress.org/wiki/john-r-commons/,1,6,412,true,false,2026-07-12
john-stuart-mill,John Stuart Mill,people,https://www.progress.org/wiki/john-stuart-mill/,19,12,821,false,false,2026-07-07
johnson-1914-single-tax-critique,The Case Against the Single Tax (Johnson 1914) — and Foldvary's Rebuttal,research,https://www.progress.org/wiki/johnson-1914-single-tax-critique/,4,12,436,false,false,2026-07-06
johnson-case-against-single-tax-1914,"The Case Against the Single Tax (Alvin S. Johnson, 1914)",texts,https://www.progress.org/wiki/johnson-case-against-single-tax-1914/,4,9,6905,false,false,2026-07-10
johnson-v-mcintosh,Johnson v. M'Intosh (1823),events,https://www.progress.org/wiki/johnson-v-mcintosh/,4,5,836,true,false,2026-07-09
jones-chaos-makers,Jones & Harrison (1997): The Chaos Makers,research,https://www.progress.org/wiki/jones-chaos-makers/,3,7,438,true,false,2026-07-12
jones-marinescu-alaska-pfd,'The Labor Market Impacts of Universal and Permanent Cash Transfers: Evidence,research,https://www.progress.org/wiki/jones-marinescu-alaska-pfd/,13,5,1600,false,false,2026-07-03
joseph-fels,Joseph Fels,people,https://www.progress.org/wiki/joseph-fels/,6,8,383,false,false,2026-07-06
joseph-schumpeter,Joseph Schumpeter,people,https://www.progress.org/wiki/joseph-schumpeter/,1,6,548,true,false,2026-07-11
